X,Y,OBJECTID,Geocode_Address,Geocode_Street,Case_Number,OccurredFrom_Date_Year,OccurredFrom_Date_Month,OccurredFrom_Time,OccurredFrom_Timestamp,OccurredThrough_Date_Year,OccurredThrough_Date_Month,OccurredThrough_Time,OccurredThrough_Timestamp,Reported_Date_Year,Reported_Date_Month,Reported_Time,Reported_Timestamp,Address_StreetFull,Address_City,Address_State,Patrol_Beat,Patrol_Section,Case_Status,Statute_Title,Statute_Section,Statute_Subsection,Statute_Degree,Statute_Class,Statute_Category,Statute_Text,Statute_Description,Statute_CrimeCategory,Statute_Attempted,Weapon_Description,Larceny_Type,Location_Type,Geo_Beat,Geo_Section,Geo_Section_Num
-77.644152951235753,43.158309468337663,14425,"399 Ames St, Rochester, NY, 14611",399 AMES ST,2018-00046313,2018,2,2300,2018-02-27T23:00:00.000Z,2018,2,1241,2018-02-28T12:41:00.000Z,2018,2,1241,2018-02-28T17:41:00.000Z,399 AMES ST,Rochester,NY,281,Lake,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Other Building,281,Lake,1
-77.633470853081164,43.178590777052442,14554,"8 Kay Ter, Rochester, NY, 14613",8 KAY TER,2018-00038278,2018,2,2200,2018-02-16T22:00:00.000Z,2018,2,1300,2018-02-18T13:00:00.000Z,2018,2,1939,2018-02-19T00:39:00.000Z,8 KAY TER,Rochester,NY,251,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Single Family Home,251,Lake,1
-77.589617444569114,43.184353684174354,15065,"199 Mohawk St, Rochester, NY, 14621",199 MOHAWK ST,2018-00043767,2018,2,1330,2018-02-24T13:30:00.000Z,2018,2,1330,2018-02-24T13:30:00.000Z,2018,2,1045,2018-02-25T15:45:00.000Z,199 MOHAWK ST,Rochester,NY,237,Clinton,Field,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,3,Completed,Personal Weapons,* No Larceny Type Specified *,Street,237,Clinton,7
-77.630490771529679,43.190070888591173,15068,"1295 Lake Ave, Rochester, NY, 14613",1295 LAKE AVE,2018-00038186,2018,2,1722,2018-02-18T17:22:00.000Z,2018,2,1736,2018-02-18T17:36:00.000Z,2018,2,1722,2018-02-18T22:22:00.000Z,1295 LAKE AVE,Rochester,NY,231,Lake,Cleared by Arrest - Adult,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,231,Lake,1
-77.624357925720261,43.123607946274468,15098,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2018-00046150,2018,2,1900,2018-02-27T19:00:00.000Z,2018,2,0700,2018-02-28T07:00:00.000Z,2018,2,1030,2018-02-28T15:30:00.000Z,601 ELMWOOD AVE,Rochester,NY,263,Genesee,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Hospital,263,Genesee,3
-77.597310282431877,43.152376030560745,15207,"42 Buena Pl, Rochester, NY, 14607",42 BUENA PL,2018-00043581,2018,2,0120,2018-02-25T01:20:00.000Z,2018,2,0130,2018-02-25T01:30:00.000Z,2018,2,0135,2018-02-25T06:35:00.000Z,42 BUENA PL,Rochester,NY,229,Central,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,229,Central,9
-77.638531291505814,43.184932993106131,15268,"1042 Dewey Ave, Rochester, NY, 14613",1042 DEWEY AVE,2018-00035309,2018,2,2300,2018-02-15T23:00:00.000Z,2018,2,2308,2018-02-15T23:08:00.000Z,2018,2,2308,2018-02-16T04:08:00.000Z,1042 DEWEY AVE,Rochester,NY,231,Lake,Office,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Firearm,* No Larceny Type Specified *,Street,231,Lake,1
-77.648367674802145,43.143906697600983,15508,"115 Post Ave, Rochester, NY, 14619",115 POST AVE,2018-00043470,2018,2,1700,2018-02-24T17:00:00.000Z,2018,2,2000,2018-02-24T20:00:00.000Z,2018,2,2304,2018-02-25T04:04:00.000Z,115 POST AVE,Rochester,NY,223,Genesee,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,223,Genesee,3
-77.583126499980779,43.18602542890406,15528,"30 Pomeroy St, Rochester, NY, 14621",30 POMEROY ST,2018-00037617,2018,2,1700,2018-02-16T17:00:00.000Z,2018,2,1700,2018-02-16T17:00:00.000Z,2018,2,2000,2018-02-18T01:00:00.000Z,30 POMEROY ST,Rochester,NY,237,Clinton,Warrant Application,PL ,165.05   ,01    ,3,A,M,Motor Vehicle Theft,Unauthorized Use of a Vehicle: Without Owner Consent        ,7,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,237,Clinton,7
-77.660601382715242,43.141837198706035,15605,"919 Chili Ave, Rochester, NY, 14611",919 CHILI AVE,2018-00037335,2018,2,1300,2018-02-17T13:00:00.000Z,2018,2,1340,2018-02-17T13:40:00.000Z,2018,2,1400,2018-02-17T19:00:00.000Z,919 CHILI AVE,Rochester,NY,223,Genesee,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,223,Genesee,3
-77.625949200419811,43.164874750998003,15740,"70 Lyell Ave, Rochester, NY, 14608",70 LYELL AVE,2018-00044153,2018,2,1800,2018-02-25T18:00:00.000Z,2018,2,2300,2018-02-25T23:00:00.000Z,2018,2,2320,2018-02-26T04:20:00.000Z,70 LYELL AVE,Rochester,NY,271,Lake,Office,PL ,155.30   ,04    ,4,E,F,Larceny,Grand Larceny 4th: Credit Card                              ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Outside Location,271,Lake,1
-77.624357925720261,43.123607946274468,15817,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2018-00038693,2018,2,1145,2018-02-19T11:45:00.000Z,2018,2,1215,2018-02-19T12:15:00.000Z,2018,2,1215,2018-02-19T17:15:00.000Z,601 ELMWOOD AVE,Rochester,NY,263,Genesee,Warrant Advised,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Hospital,263,Genesee,3
-77.61403454670527,43.25894236634084,16000,"65 Alpha St, Rochester, NY, 14612",65 ALPHA ST,2018-00054054,2018,3,0035,2018-03-10T00:35:00.000Z,2018,3,0035,2018-03-10T00:35:00.000Z,2018,3,0039,2018-03-10T05:39:00.000Z,65 ALPHA ST,Rochester,NY,201,Lake,Cleared by Arrest - Juvenile,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,201,Lake,1
-77.624357925720261,43.123607946274468,16273,"601 Elmwood Ave, Rochester, NY, 14620",601 ELMWOOD AVE,2018-00047748,2018,3,0810,2018-03-02T08:10:00.000Z,2018,3,0900,2018-03-02T09:00:00.000Z,2018,3,0815,2018-03-02T13:15:00.000Z,601 ELMWOOD AVE,Rochester,NY,263,Genesee,Cleared by Arrest - Adult,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Hospital,263,Genesee,3
-77.619047938072782,43.160583302247161,16339,"321 State St, Rochester, NY, 14608",321 STATE ST,2018-00041623,2018,2,0800,2018-02-22T08:00:00.000Z,2018,2,1605,2018-02-22T16:05:00.000Z,2018,2,1655,2018-02-22T21:55:00.000Z,321 STATE ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,209,Central,9
-77.651165813992364,43.131133296487377,17005,"685 Thurston Rd, Rochester, NY, 14619",685 THURSTON ROAD,2018-00038879,2018,2,1420,2018-02-19T14:20:00.000Z,2018,2,1420,2018-02-19T14:20:00.000Z,2018,2,1434,2018-02-19T19:34:00.000Z,685 THURSTON ROAD,Rochester,NY,243,Genesee,Office,PL ,160.10   ,01    ,2,C,F,Robbery,Robbery 2nd: Aided By Another                               ,3,Completed,Not Reported,* No Larceny Type Specified *,Street,243,Genesee,3
-77.564639568317887,43.161309101989275,17377,"900 Culver Rd, Rochester, NY, 14609",900 CULVER ROAD,2018-00044424,2018,2,2000,2018-02-19T20:00:00.000Z,2018,2,0900,2018-02-20T09:00:00.000Z,2018,2,0923,2018-02-26T14:23:00.000Z,900 CULVER ROAD,Rochester,NY,235,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Residential Facility,235,Goodman,5
-77.639355631786017,43.193081658240374,17698,"1431 Dewey Ave, Rochester, NY, 14615",1431 DEWEY AVE,2018-00052317,2018,3,2350,2018-03-07T23:50:00.000Z,2018,3,0000,2018-03-08T00:00:00.000Z,2018,3,0000,2018-03-08T05:00:00.000Z,1431 DEWEY AVE,Rochester,NY,221,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Gas Station,221,Lake,1
-77.639355631786017,43.193081658240374,17699,"1431 Dewey Ave, Rochester, NY, 14615",1431 DEWEY AVE,2018-00051585,2018,3,0201,2018-03-07T02:01:00.000Z,2018,3,0203,2018-03-07T02:03:00.000Z,2018,3,0203,2018-03-07T07:03:00.000Z,1431 DEWEY AVE,Rochester,NY,221,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Gas Station,221,Lake,1
-77.600755382456157,43.158621520393659,17988,"444 E Main St, Rochester, NY, 14605",444 E MAIN ST,2018-00040755,2018,2,1430,2018-02-21T14:30:00.000Z,2018,2,1530,2018-02-21T15:30:00.000Z,2018,2,1530,2018-02-21T20:30:00.000Z,444 E MAIN ST,Rochester,NY,219,Central,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Parking Lot,219,Central,9
-77.634680375692284,43.183113630431421,18088,"32 Lake View Park, Rochester, NY, 14613",32 LAKE VIEW PARK,2018-00056783,2018,3,2200,2018-03-12T22:00:00.000Z,2018,3,0530,2018-03-13T05:30:00.000Z,2018,3,1831,2018-03-13T22:31:00.000Z,32 LAKE VIEW PARK,Rochester,NY,231,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,231,Lake,1
-77.556717547919519,43.151063427842722,18354,"84 Marion St, Rochester, NY, 14610",84 MARION ST,2018-00040296,2018,2,2200,2018-02-20T22:00:00.000Z,2018,2,0530,2018-02-21T05:30:00.000Z,2018,2,0530,2018-02-21T10:30:00.000Z,84 MARION ST,Rochester,NY,235,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Attempted,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,235,Goodman,5
-77.672779555587709,43.170330978621507,18736,"333 Colfax St, Rochester, NY, 14606",333 COLFAX ST,2018-00040583,2018,2,0800,2018-02-20T08:00:00.000Z,2018,2,0800,2018-02-21T08:00:00.000Z,2018,2,1305,2018-02-21T18:05:00.000Z,333 COLFAX ST,Rochester,NY,241,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Other Commercial Service Location,241,Lake,1
-77.640970956554924,43.189881638328124,18881,"387 Magee Ave, Rochester, NY, 14613",387 MAGEE AVE,2018-00041080,2018,2,1923,2018-02-21T19:23:00.000Z,2018,2,1923,2018-02-21T19:23:00.000Z,2018,2,2300,2018-02-22T04:00:00.000Z,387 MAGEE AVE,Rochester,NY,221,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,221,Lake,1
-77.634804966060912,43.159478527904405,19050,"542 Jay St, Rochester, NY, 14611",542 JAY ST,2018-00049842,2018,3,2317,2018-03-04T23:17:00.000Z,2018,3,2317,2018-03-04T23:17:00.000Z,2018,3,2318,2018-03-05T04:18:00.000Z,542 JAY ST,Rochester,NY,291,Lake,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Street,291,Lake,1
-77.600345017788868,43.193378711112139,19122,"1475 Hudson Ave, Rochester, NY, 14621",1475 HUDSON AVE,2018-00049677,2018,3,1735,2018-03-04T17:35:00.000Z,2018,3,1735,2018-03-04T17:35:00.000Z,2018,3,1743,2018-03-04T22:43:00.000Z,1475 HUDSON AVE,Rochester,NY,207,Clinton,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Dry Cleaners/Laundry,207,Clinton,7
-77.636202944375682,43.181113003676344,19350,"234 Driving Park Ave, Rochester, NY, 14613",234 DRIVING PARK AVE,2018-00056476,2018,3,0100,2018-03-12T01:00:00.000Z,2018,3,0700,2018-03-13T07:00:00.000Z,2018,3,1028,2018-03-13T14:28:00.000Z,234 DRIVING PARK AVE,Rochester,NY,251,Lake,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Garage/Shed,251,Lake,1
-77.663882230033352,43.165057071792951,19363,"1460 Lyell Ave, Rochester, NY, 14606",1460 LYELL AVE,2018-00038470,2018,2,0216,2018-02-19T02:16:00.000Z,2018,2,0216,2018-02-19T02:16:00.000Z,2018,2,0216,2018-02-19T07:16:00.000Z,1460 LYELL AVE,Rochester,NY,281,Lake,Office,PL ,140.20   ,      ,3,D,F,Burglary,Burglary 3rd: Illegal Entry with Intent to Commit a Crime   ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Other Commercial Service Location,281,Lake,1
-77.636759712297973,43.133634020868342,19745,"837 Genesee St, Rochester, NY, 14619",837 GENESEE ST,2018-00036348,2018,2,0816,2018-02-16T08:16:00.000Z,2018,2,1000,2018-02-16T10:00:00.000Z,2018,2,0816,2018-02-16T13:16:00.000Z,837 GENESEE ST,Rochester,NY,253,Genesee,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Multiple Dwelling,253,Genesee,3
-77.651811107452517,43.202984587930359,19876,"933 W Ridge Rd, Rochester, NY, 14615",933 W RIDGE ROAD,2018-00052363,2018,3,0151,2018-03-08T01:51:00.000Z,2018,3,0151,2018-03-08T01:51:00.000Z,2018,3,0151,2018-03-08T06:51:00.000Z,933 W RIDGE ROAD,Rochester,NY,221,Lake,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Gas Station,221,Lake,1
-77.651811107452517,43.202984587930359,19877,"933 W Ridge Rd, Rochester, NY, 14615",933 W RIDGE ROAD,2018-00045379,2018,2,1814,2018-02-22T18:14:00.000Z,2018,2,1814,2018-02-22T18:14:00.000Z,2018,2,1248,2018-02-27T17:48:00.000Z,933 W RIDGE ROAD,Rochester,NY,221,Lake,Warrant Application,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Gas Station,221,Lake,1
-77.605933927778338,43.153271670923075,20215,"15 St Marys Pl, Rochester, NY, 14604",15 ST MARYS PL,2018-00050595,2018,3,1830,2018-03-05T18:30:00.000Z,2018,3,1830,2018-03-05T18:30:00.000Z,2018,3,2023,2018-03-06T01:23:00.000Z,15 ST MARYS PL,Rochester,NY,219,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Street,219,Central,9
-77.623144145212223,43.175781741217435,20219,"72 Huntington Park, Rochester, NY, 14621",72 HUNTINGTON PARK,2018-00039168,2018,2,1500,2018-02-19T15:00:00.000Z,2018,2,2245,2018-02-19T22:45:00.000Z,2018,2,2330,2018-02-20T04:30:00.000Z,72 HUNTINGTON PARK,Rochester,NY,247,Clinton,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,247,Clinton,7
-77.609783033619351,43.170427836648571,20547,"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00035944,2018,2,1839,2018-02-15T18:39:00.000Z,2018,2,1839,2018-02-15T18:39:00.000Z,2018,2,1839,2018-02-15T23:39:00.000Z,285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
-77.609783033619351,43.170427836648571,20556,"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00054446,2018,3,1553,2018-03-10T15:53:00.000Z,2018,3,1553,2018-03-10T15:53:00.000Z,2018,3,1553,2018-03-10T20:53:00.000Z,285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
-77.609783033619351,43.170427836648571,20557,"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00048813,2018,3,1416,2018-03-03T14:16:00.000Z,2018,3,1416,2018-03-03T14:16:00.000Z,2018,3,1416,2018-03-03T19:16:00.000Z,285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
-77.609783033619351,43.170427836648571,20558,"285 Upper Falls Blvd, Rochester, NY, 14605",285 UPPER FALLS BLVD,2018-00042448,2018,2,1745,2018-02-23T17:45:00.000Z,2018,2,1745,2018-02-23T17:45:00.000Z,2018,2,1745,2018-02-23T22:45:00.000Z,285 UPPER FALLS BLVD,Rochester,NY,287,Clinton,Cleared by Arrest - Adult,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Shoplifting,Grocery/Supermarket,287,Clinton,7
-77.565035039774472,43.18063317856565,21121,"940 Fernwood Park, Rochester, NY, 14609",940 FERNWOOD PARK,2018-00056686,2018,3,1000,2018-03-13T10:00:00.000Z,2018,3,1605,2018-03-13T16:05:00.000Z,2018,3,1606,2018-03-13T20:06:00.000Z,940 FERNWOOD PARK,Rochester,NY,205,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Parking Lot,205,Goodman,5
-77.628364747605119,43.172945418963806,21365,"440 Lake Ave, Rochester, NY, 14613",440 LAKE AVE,2018-00056218,2018,3,0025,2018-03-13T00:25:00.000Z,2018,3,0030,2018-03-13T00:30:00.000Z,2018,3,0041,2018-03-13T04:41:00.000Z,440 LAKE AVE,Rochester,NY,271,Lake,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Purse-snatching,Street,271,Lake,1
-77.576802738819865,43.142224478256232,21556,"145 Culver Rd, Rochester, NY, 14620",145 CULVER ROAD,2018-00034147,2018,2,1615,2018-02-13T16:15:00.000Z,2018,2,1635,2018-02-13T16:35:00.000Z,2018,2,1652,2018-02-13T21:52:00.000Z,145 CULVER ROAD,Rochester,NY,255,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Restaurant,255,Goodman,5
-77.612833612552905,43.188496855508141,21883,"1550 N Clinton Ave, Rochester, NY, 14621",1550 N CLINTON AVE,2018-00046816,2018,3,0230,2018-03-01T02:30:00.000Z,2018,3,0230,2018-03-01T02:30:00.000Z,2018,3,0302,2018-03-01T08:02:00.000Z,1550 N CLINTON AVE,Rochester,NY,207,Clinton,Cleared by Arrest - Adult,PL ,160.05   ,      ,3,D,F,Robbery,Robbery 3rd                                                 ,3,Attempted,Personal Weapons,* No Larceny Type Specified *,Street,207,Clinton,7
-77.62945416458814,43.209789879875821,22285,"2260 Lake Ave, Rochester, NY, 14612",2260 LAKE AVE,2018-00042226,2018,2,2130,2018-02-22T21:30:00.000Z,2018,2,0930,2018-02-23T09:30:00.000Z,2018,2,1145,2018-02-23T16:45:00.000Z,2260 LAKE AVE,Rochester,NY,211,Lake,Field,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Other Residential,211,Lake,1
-77.584798233170559,43.173849321125822,22456,"31 Coleman Ter, Rochester, NY, 14605",31 COLEMAN TER,2018-00047435,2018,3,2050,2018-03-01T20:50:00.000Z,2018,3,2050,2018-03-01T20:50:00.000Z,2018,3,2054,2018-03-02T01:54:00.000Z,31 COLEMAN TER,Rochester,NY,267,Clinton,Warrant Advised,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Yard,267,Clinton,7
-77.637286948582855,43.195632346326896,22718,"142 Avis St, Rochester, NY, 14615",142 AVIS ST,2018-00051928,2018,3,1800,2018-03-06T18:00:00.000Z,2018,3,1800,2018-03-06T18:00:00.000Z,2018,3,1520,2018-03-07T20:20:00.000Z,142 AVIS ST,Rochester,NY,211,Lake,Warrant Advised,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,Theft from Building,Single Family Home,211,Lake,1
-77.613170548436031,43.15601766327449,22758,"17 State St, Rochester, NY, 14614",17 STATE ST,2018-00040588,2018,2,0900,2018-02-21T09:00:00.000Z,2018,2,1000,2018-02-21T10:00:00.000Z,2018,2,1300,2018-02-21T18:00:00.000Z,17 STATE ST,Rochester,NY,209,Central,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Doctor's Office,209,Central,9
-77.633133677574648,43.134025240455529,23018,"773 Seward St, Rochester, NY, 14611",773 SEWARD ST,2018-00047392,2018,3,1700,2018-03-01T17:00:00.000Z,2018,3,1930,2018-03-01T19:30:00.000Z,2018,3,2010,2018-03-02T01:10:00.000Z,773 SEWARD ST,Rochester,NY,253,Genesee,Office,PL ,155.30   ,01    ,4,E,F,Larceny,Grand Larceny 4th: Value Property Greater Than $1000        ,6,Completed,* No Weapon Specified *,Theft from Motor Vehicle,Other Outside Location,253,Genesee,3
-77.583096470908472,43.140650204896204,23380,"970 Monroe Ave, Rochester, NY, 14620",970 MONROE AVE,2018-00049227,2018,3,2000,2018-03-03T20:00:00.000Z,2018,3,0050,2018-03-04T00:50:00.000Z,2018,3,0100,2018-03-04T06:00:00.000Z,970 MONROE AVE,Rochester,NY,255,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Multiple Dwelling,255,Goodman,5
-77.594085906928584,43.147779406526155,23626,"326 Meigs St, Rochester, NY, 14607",326 MEIGS ST,2018-00039199,2018,2,0025,2018-02-20T00:25:00.000Z,2018,2,0025,2018-02-20T00:25:00.000Z,2018,2,0025,2018-02-20T05:25:00.000Z,326 MEIGS ST,Rochester,NY,245,Goodman,Cleared by Arrest - Adult,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,245,Goodman,5
-77.651331670306377,43.189058011979796,23898,"125 Arborwood Cres, Rochester, NY, 14615",125 ARBORWOOD CRES,2018-00046689,2018,2,2219,2018-02-28T22:19:00.000Z,2018,2,2219,2018-02-28T22:19:00.000Z,2018,2,2219,2018-03-01T03:19:00.000Z,125 ARBORWOOD CRES,Rochester,NY,221,Lake,Cleared by Arrest - Adult,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,221,Lake,1
-77.662077488959397,43.163925078590083,24085,"293 Belknap St, Rochester, NY, 14606",293 BELKNAP ST,2018-00038342,2018,2,2110,2018-02-18T21:10:00.000Z,2018,2,2110,2018-02-18T21:10:00.000Z,2018,2,2110,2018-02-19T02:10:00.000Z,293 BELKNAP ST,Rochester,NY,281,Lake,Field,PL ,140.25   ,02    ,2,C,F,Burglary,Burglary 2nd: Illegal Entry: Dwelling                       ,5,Completed,* No Weapon Specified *,* No Larceny Type Specified *,Single Family Home,281,Lake,1
-77.589198294044607,43.141114655016302,24595,"56 Lansdale St, Rochester, NY, 14620",56 LANSDALE ST,2018-00056857,2018,3,1134,2018-03-12T11:34:00.000Z,2018,3,1600,2018-03-12T16:00:00.000Z,2018,3,2036,2018-03-14T00:36:00.000Z,56 LANSDALE ST,Rochester,NY,265,Goodman,Office,PL ,155.25   ,      ,0,A,M,Larceny,Petit Larceny                                               ,6,Completed,* No Weapon Specified *,All Other Larcenies,Single Family Home,265,Goodman,5
-77.607786937150109,43.174198583447343,24737,"547 Joseph Ave, Rochester, NY, 14605",547 JOSEPH AVE,2018-00047391,2018,3,2007,2018-03-01T20:07:00.000Z,2018,3,2007,2018-03-01T20:07:00.000Z,2018,3,2007,2018-03-02T01:07:00.000Z,547 JOSEPH AVE,Rochester,NY,277,Clinton,Warrant Advised,PL ,120.14   ,01    ,2,A,M,Aggravated Assault,Menacing 2nd: Weapon                                        ,4,Completed,Knife/Cutting Instrument,* No Larceny Type Specified *,Multiple Dwelling,277,Clinton,7
-77.626084294985731,43.236361664180571,25028,"81 Lakeshire Rd, Rochester, NY, 14612",81 LAKESHIRE ROAD,2018-00046833,2018,3,0520,2018-03-01T05:20:00.000Z,2018,3,0520,2018-03-01T05:20:00.000Z,2018,3,0520,2018-03-01T10:20:00.000Z,81 LAKESHIRE ROAD,Rochester,NY,201,Lake,Office,PL ,155.30   ,08    ,4,E,F,Motor Vehicle Theft,Grand Larceny 4th: Motor Vehicle Value Exceeds $100         ,7,Completed,* No Weapon Specified *,Motor Vehicle Theft,Single Family Home,201,Lake,1
